Idade,Saida,FrequenciaViagem,TaxaDiaria,Departamento,DistanciaCasa,Escolaridade,AreaFormacao,SatisfacaoAmbiente,Genero,TaxaHora,EnvolvimentoCargo,NivelCargo,Cargo,SatisfacaoCargo,EstadoCivil,RendimentoMensal,TaxaMensal,NumEmpresasAnteriores,HorasExtra,PercentAumentoSalarial,AvaliacaoDesempenho,SatisfacaoRelacionamento,NivelOpcaoAccoes,AnosExperienciaTotal,FormacaoUltimoAno,EquilibrioVidaTrabalho,AnosNaEmpresa,AnosNoCargoActual,AnosDesdeUltimaPromocao,AnosComGestorActual,SatisfacaoAmbiente_Texto,SatisfacaoCargo_Texto,EnvolvimentoCargo_Texto,SatisfacaoRelacionamento_Texto,EquilibrioVidaTrabalho_Texto,AvaliacaoDesempenho_Texto,Escolaridade_Texto,RendimentoMensal_Log,FaixaEtaria,FaixaSalarial,FaixaDistancia,FaixaAntiguidade,SalarioPorNivel,EstagnacaoRelativa,ProporcaoCarreiraEmpresa,SatisfacaoMedia,PressaoTrabalho,RiscoSaida_Prob,RiscoSaida_Classe
39,0,Viaja Frequentemente,945,Investigacao e Desenvolvimento,22,3,Medicina,4,Feminino,82,3,3,Director de Producao,1,Solteiro(a),10880,5083,1,Sim,13,3,3,0,21,2,3,21,6,2,8,Muito Alto,Baixo,Alto,Alto,Bom,Excelente,Mestrado,9.294773,36-45,10k-15k,Muito Longe (21+),20+ anos,3626.6667,0.051282052,1.0,2.6666667,2,16.0,Medio
33,0,Sem Viagem,1038,Vendas,8,1,Ciencias da Vida,2,Feminino,88,2,1,Representante de Vendas,4,Solteiro(a),2342,21437,0,Nao,19,3,4,0,3,2,2,2,2,2,2,Medio,Muito Alto,Medio,Muito Alto,Regular,Excelente,Abaixo da Licenciatura,7.759187,26-35,Ate 3k,Medio (6-10),0-2 anos,2342.0,0.060606062,0.6666667,3.3333333,0,19.6,Medio
45,0,Viaja Raramente,1234,Vendas,11,2,Ciencias da Vida,4,Feminino,90,3,4,Gestor,4,Casado(a),17650,5404,3,Nao,13,3,2,1,26,4,4,9,3,1,1,Muito Alto,Muito Alto,Alto,Medio,Excelente,Excelente,Licenciatura,9.778547,36-45,Acima 15k,Longe (11-20),6-10 anos,4412.5,0.022222223,0.34615386,3.3333333,0,0.2,Baixo
32,0,Sem Viagem,1109,Investigacao e Desenvolvimento,29,4,Medicina,4,Feminino,69,3,1,Tecnico de Laboratorio,3,Solteiro(a),4025,11135,9,Nao,12,3,2,0,10,2,3,8,7,7,7,Muito Alto,Alto,Alto,Medio,Bom,Excelente,Doutoramento,8.300529,26-35,3k-6k,Muito Longe (21+),6-10 anos,4025.0,0.21875,0.8,3.0,0,27.2,Alto
34,0,Viaja Raramente,216,Vendas,1,4,Marketing,2,Masculino,75,4,2,Executivo de Vendas,4,Divorciado(a),9725,12278,0,Nao,11,3,4,1,16,2,2,15,1,0,9,Medio,Muito Alto,Muito Alto,Muito Alto,Regular,Excelente,Doutoramento,9.182558,26-35,6k-10k,Perto (0-5),11-20 anos,4862.5,0.0,0.9375,3.3333333,0,6.5,Medio
59,0,Viaja Raramente,1089,Vendas,1,2,Curso Tecnico,2,Masculino,66,3,3,Gestor,4,Casado(a),11904,11038,3,Sim,14,3,3,1,14,1,1,6,4,0,4,Medio,Muito Alto,Alto,Alto,Mau,Excelente,Licenciatura,9.384714,56-65,10k-15k,Perto (0-5),6-10 anos,3968.0,0.0,0.42857143,3.0,4,15.0,Medio
45,0,Viaja Raramente,788,Recursos Humanos,24,4,Medicina,2,Masculino,36,3,1,Recursos Humanos,2,Solteiro(a),2177,8318,1,Nao,16,3,1,0,6,3,3,6,3,0,4,Medio,Medio,Alto,Baixo,Bom,Excelente,Doutoramento,7.6861625,36-45,Ate 3k,Muito Longe (21+),6-10 anos,2177.0,0.0,1.0,1.6666666,0,19.1,Medio
53,0,Viaja Frequentemente,124,Vendas,2,3,Marketing,3,Feminino,38,2,3,Executivo de Vendas,2,Casado(a),7525,23537,2,Nao,12,3,1,1,30,2,3,15,7,6,12,Alto,Medio,Medio,Baixo,Bom,Excelente,Mestrado,8.926119,46-55,6k-10k,Perto (0-5),11-20 anos,2508.3333,0.11320755,0.5,2.0,0,67.9,Alto
36,1,Viaja Raramente,660,Investigacao e Desenvolvimento,15,3,Outro,1,Masculino,81,3,2,Tecnico de Laboratorio,3,Divorciado(a),4834,7858,7,Nao,14,3,2,1,9,3,2,1,0,0,0,Baixo,Alto,Alto,Medio,Regular,Excelente,Mestrado,8.483637,36-45,3k-6k,Longe (11-20),0-2 anos,2417.0,0.0,0.11111111,2.0,0,92.9,Alto
26,1,Viaja Frequentemente,342,Investigacao e Desenvolvimento,2,3,Ciencias da Vida,1,Masculino,57,3,1,Investigador,1,Casado(a),2042,15346,6,Sim,14,3,2,1,6,2,3,3,2,1,2,Baixo,Baixo,Alto,Medio,Bom,Excelente,Mestrado,7.6221747,26-35,Ate 3k,Perto (0-5),3-5 anos,2042.0,0.03846154,0.5,1.3333334,2,99.5,Alto
34,0,Viaja Raramente,1333,Vendas,10,4,Ciencias da Vida,3,Feminino,87,3,1,Representante de Vendas,3,Casado(a),2220,18410,1,Sim,19,3,4,1,1,2,3,1,1,0,0,Alto,Alto,Alto,Muito Alto,Bom,Excelente,Doutoramento,7.705713,26-35,Ate 3k,Medio (6-10),0-2 anos,2220.0,0.0,1.0,3.3333333,2,64.5,Alto
28,0,Viaja Raramente,1144,Vendas,10,1,Medicina,4,Masculino,74,3,1,Representante de Vendas,2,Casado(a),1052,23384,1,Nao,22,4,2,0,1,5,3,1,0,0,0,Muito Alto,Medio,Alto,Medio,Bom,Excecional,Abaixo da Licenciatura,6.9593987,26-35,Ate 3k,Medio (6-10),0-2 anos,1052.0,0.0,1.0,2.6666667,0,46.7,Alto
38,0,Viaja Frequentemente,1186,Investigacao e Desenvolvimento,3,4,Outro,3,Masculino,44,3,1,Investigador,3,Casado(a),2821,2997,3,Nao,16,3,1,1,8,2,3,2,2,2,2,Alto,Alto,Alto,Baixo,Bom,Excelente,Doutoramento,7.945201,36-45,Ate 3k,Perto (0-5),0-2 anos,2821.0,0.05263158,0.25,2.3333333,0,1.9,Baixo
50,0,Viaja Raramente,1464,Investigacao e Desenvolvimento,2,4,Medicina,2,Masculino,62,3,5,Director de Investigacao,3,Casado(a),19237,12853,2,Sim,11,3,4,1,29,2,2,8,1,7,7,Medio,Alto,Alto,Muito Alto,Regular,Excelente,Doutoramento,9.864643,46-55,Acima 15k,Perto (0-5),6-10 anos,3847.4,0.14,0.27586207,3.0,3,22.7,Alto
37,0,Viaja Raramente,124,Investigacao e Desenvolvimento,3,3,Outro,4,Feminino,35,3,2,Representante de Saude,2,Solteiro(a),4107,13848,3,Nao,15,3,1,0,8,3,2,4,3,0,1,Muito Alto,Medio,Alto,Baixo,Regular,Excelente,Mestrado,8.320691,36-45,3k-6k,Perto (0-5),3-5 anos,2053.5,0.0,0.5,2.3333333,0,31.3,Alto
40,0,Viaja Raramente,300,Vendas,26,3,Marketing,3,Masculino,74,3,2,Executivo de Vendas,1,Casado(a),8396,22217,1,Nao,14,3,2,1,8,3,2,7,7,7,5,Alto,Baixo,Alto,Medio,Regular,Excelente,Mestrado,9.03563,36-45,6k-10k,Muito Longe (21+),6-10 anos,4198.0,0.175,0.875,2.0,0,28.2,Alto
26,0,Viaja Frequentemente,921,Investigacao e Desenvolvimento,1,1,Medicina,1,Feminino,66,2,1,Investigador,3,Divorciado(a),2007,25265,1,Nao,13,3,3,2,5,5,3,5,3,1,3,Baixo,Alto,Medio,Alto,Bom,Excelente,Abaixo da Licenciatura,7.6048946,26-35,Ate 3k,Perto (0-5),3-5 anos,2007.0,0.03846154,1.0,2.3333333,0,0.5,Baixo
46,0,Viaja Raramente,430,Investigacao e Desenvolvimento,1,4,Medicina,4,Masculino,40,3,5,Director de Investigacao,4,Divorciado(a),19627,21445,9,Nao,17,3,4,2,23,0,3,2,2,2,2,Muito Alto,Muito Alto,Alto,Muito Alto,Bom,Excelente,Doutoramento,9.884712,46-55,Acima 15k,Perto (0-5),0-2 anos,3925.4,0.04347826,0.08695652,4.0,0,1.8,Baixo
54,0,Viaja Raramente,1082,Vendas,2,4,Ciencias da Vida,3,Feminino,41,2,3,Executivo de Vendas,3,Casado(a),10686,8392,6,Nao,11,3,2,1,13,4,3,9,4,7,0,Alto,Alto,Medio,Medio,Bom,Excelente,Doutoramento,9.276783,46-55,10k-15k,Perto (0-5),6-10 anos,3562.0,0.12962963,0.6923077,2.6666667,0,33.1,Alto
56,0,Viaja Frequentemente,1240,Investigacao e Desenvolvimento,9,3,Medicina,1,Feminino,63,3,1,Investigador,3,Casado(a),2942,12154,2,Nao,19,3,2,1,18,4,3,5,4,0,3,Baixo,Alto,Alto,Medio,Bom,Excelente,Mestrado,7.9871845,56-65,Ate 3k,Medio (6-10),3-5 anos,2942.0,0.0,0.2777778,2.0,0,4.9,Medio
36,0,Viaja Raramente,796,Investigacao e Desenvolvimento,12,5,Medicina,4,Feminino,51,2,3,Director de Producao,4,Solteiro(a),8858,15669,0,Nao,11,3,2,0,15,2,2,14,8,7,8,Muito Alto,Muito Alto,Medio,Medio,Regular,Excelente,Pos-Doc,9.08919,36-45,6k-10k,Longe (11-20),11-20 anos,2952.6667,0.19444445,0.93333334,3.3333333,0,25.0,Alto
55,0,Sem Viagem,444,Investigacao e Desenvolvimento,2,1,Medicina,3,Masculino,40,2,4,Gestor,1,Solteiro(a),16756,17323,7,Nao,15,3,2,0,31,3,4,9,7,6,2,Alto,Baixo,Medio,Medio,Excelente,Excelente,Abaixo da Licenciatura,9.726571,46-55,Acima 15k,Perto (0-5),6-10 anos,4189.0,0.10909091,0.29032257,2.0,0,6.6,Medio
43,0,Viaja Raramente,415,Vendas,25,3,Medicina,3,Masculino,79,2,3,Executivo de Vendas,4,Divorciado(a),10798,5268,5,Nao,13,3,3,1,18,5,3,1,0,0,0,Alto,Muito Alto,Medio,Alto,Bom,Excelente,Mestrado,9.287209,36-45,10k-15k,Muito Longe (21+),0-2 anos,3599.3333,0.0,0.055555556,3.3333333,0,2.8,Baixo
20,1,Viaja Frequentemente,769,Vendas,9,3,Marketing,4,Feminino,54,3,1,Representante de Vendas,4,Solteiro(a),2323,17205,1,Sim,14,3,2,0,2,3,3,2,2,0,2,Muito Alto,Muito Alto,Alto,Medio,Bom,Excelente,Mestrado,7.751045,18-25,Ate 3k,Medio (6-10),0-2 anos,2323.0,0.0,1.0,3.3333333,2,96.2,Alto
21,1,Viaja Raramente,1334,Investigacao e Desenvolvimento,10,3,Ciencias da Vida,3,Feminino,36,2,1,Tecnico de Laboratorio,1,Solteiro(a),1416,17258,1,Nao,13,3,1,0,1,6,2,1,0,1,0,Alto,Baixo,Medio,Baixo,Regular,Excelente,Mestrado,7.256297,18-25,Ate 3k,Medio (6-10),0-2 anos,1416.0,0.04761905,1.0,1.6666666,0,98.6,Alto
46,0,Viaja Raramente,1003,Investigacao e Desenvolvimento,8,4,Ciencias da Vida,4,Feminino,74,2,2,Investigador,1,Divorciado(a),4615,21029,8,Sim,23,4,1,3,19,2,3,16,13,1,7,Muito Alto,Baixo,Medio,Baixo,Bom,Excecional,Doutoramento,8.4372835,46-55,3k-6k,Medio (6-10),11-20 anos,2307.5,0.02173913,0.84210527,2.0,2,16.0,Medio
51,1,Viaja Raramente,1323,Investigacao e Desenvolvimento,4,4,Ciencias da Vida,1,Masculino,34,3,1,Investigador,3,Casado(a),2461,10332,9,Sim,12,3,3,3,18,2,4,10,0,2,7,Baixo,Alto,Alto,Alto,Excelente,Excelente,Doutoramento,7.808729,46-55,Ate 3k,Perto (0-5),6-10 anos,2461.0,0.039215688,0.5555556,2.3333333,1,95.3,Alto
28,1,Sem Viagem,1366,Investigacao e Desenvolvimento,24,2,Curso Tecnico,2,Masculino,72,2,3,Representante de Saude,1,Solteiro(a),8722,12355,1,Nao,12,3,1,0,10,2,2,10,7,1,9,Medio,Baixo,Medio,Baixo,Regular,Excelente,Licenciatura,9.073718,26-35,6k-10k,Muito Longe (21+),6-10 anos,2907.3333,0.035714287,1.0,1.3333334,0,92.9,Alto
26,0,Viaja Raramente,192,Investigacao e Desenvolvimento,1,2,Medicina,1,Masculino,59,2,1,Tecnico de Laboratorio,1,Casado(a),3955,11141,1,Nao,16,3,1,2,6,2,3,5,3,1,3,Baixo,Baixo,Medio,Baixo,Bom,Excelente,Licenciatura,8.282989,26-35,3k-6k,Perto (0-5),3-5 anos,3955.0,0.03846154,0.8333333,1.0,0,21.6,Alto
30,0,Viaja Raramente,1176,Investigacao e Desenvolvimento,20,3,Outro,3,Masculino,85,3,2,Director de Producao,1,Casado(a),9957,9096,0,Nao,15,3,3,1,7,1,2,6,2,0,2,Alto,Baixo,Alto,Alto,Regular,Excelente,Mestrado,9.206132,26-35,6k-10k,Longe (11-20),6-10 anos,4978.5,0.0,0.85714287,2.3333333,0,5.0,Medio
41,0,Viaja Raramente,509,Investigacao e Desenvolvimento,7,2,Curso Tecnico,2,Feminino,43,4,1,Investigador,3,Casado(a),3376,18863,1,Nao,13,3,3,0,10,3,3,10,6,0,8,Medio,Alto,Muito Alto,Alto,Bom,Excelente,Licenciatura,8.124743,36-45,3k-6k,Medio (6-10),6-10 anos,3376.0,0.0,1.0,2.6666667,0,1.9,Baixo
38,0,Viaja Raramente,330,Investigacao e Desenvolvimento,17,1,Ciencias da Vida,3,Feminino,65,2,3,Representante de Saude,3,Casado(a),8823,24608,0,Nao,18,3,1,1,20,4,2,19,9,1,9,Alto,Alto,Medio,Baixo,Regular,Excelente,Abaixo da Licenciatura,9.085231,36-45,6k-10k,Longe (11-20),11-20 anos,2941.0,0.02631579,0.95,2.3333333,0,3.0,Baixo
40,0,Viaja Raramente,1492,Investigacao e Desenvolvimento,20,4,Curso Tecnico,1,Masculino,61,3,3,Representante de Saude,4,Casado(a),10322,26542,4,Nao,20,4,4,1,14,6,3,11,10,11,1,Baixo,Muito Alto,Alto,Muito Alto,Bom,Excecional,Doutoramento,9.242129,36-45,10k-15k,Longe (11-20),11-20 anos,3440.6667,0.275,0.78571427,3.0,0,19.8,Alto
27,0,Sem Viagem,1277,Investigacao e Desenvolvimento,8,5,Ciencias da Vida,1,Masculino,87,1,1,Tecnico de Laboratorio,3,Casado(a),4621,5869,1,Nao,19,3,4,3,3,4,3,3,2,1,2,Baixo,Alto,Baixo,Muito Alto,Bom,Excelente,Pos-Doc,8.438582,26-35,3k-6k,Medio (6-10),3-5 anos,4621.0,0.037037037,1.0,2.6666667,0,5.1,Medio
55,0,Viaja Frequentemente,1091,Investigacao e Desenvolvimento,2,1,Ciencias da Vida,4,Masculino,65,3,3,Director de Producao,2,Casado(a),10976,15813,3,Nao,18,3,2,1,23,4,3,3,2,1,2,Muito Alto,Medio,Alto,Medio,Bom,Excelente,Abaixo da Licenciatura,9.303557,46-55,10k-15k,Perto (0-5),3-5 anos,3658.6667,0.018181818,0.13043478,2.6666667,0,0.8,Baixo
28,0,Viaja Raramente,857,Investigacao e Desenvolvimento,10,3,Outro,3,Feminino,59,3,2,Investigador,3,Solteiro(a),3660,7909,3,Nao,13,3,4,0,10,4,4,8,7,1,7,Alto,Alto,Alto,Muito Alto,Excelente,Excelente,Mestrado,8.205492,26-35,3k-6k,Medio (6-10),6-10 anos,1830.0,0.035714287,0.8,3.3333333,0,0.5,Baixo
44,1,Viaja Raramente,1376,Recursos Humanos,1,2,Medicina,2,Masculino,91,2,3,Recursos Humanos,1,Casado(a),10482,2326,9,Nao,14,3,4,1,24,1,3,20,6,3,6,Medio,Baixo,Medio,Muito Alto,Bom,Excelente,Licenciatura,9.25751,36-45,10k-15k,Perto (0-5),11-20 anos,3494.0,0.06818182,0.8333333,2.3333333,0,90.8,Alto
33,0,Viaja Raramente,654,Investigacao e Desenvolvimento,5,3,Ciencias da Vida,4,Masculino,34,2,3,Representante de Saude,4,Divorciado(a),7119,21214,4,Nao,15,3,3,1,9,2,3,3,2,1,2,Muito Alto,Muito Alto,Medio,Alto,Bom,Excelente,Mestrado,8.870663,26-35,6k-10k,Perto (0-5),3-5 anos,2373.0,0.030303031,0.33333334,3.6666667,0,0.3,Baixo
35,1,Viaja Raramente,1204,Vendas,4,3,Curso Tecnico,4,Masculino,86,3,3,Executivo de Vendas,1,Solteiro(a),9582,10333,0,Sim,22,4,1,0,9,2,3,8,7,4,7,Muito Alto,Baixo,Alto,Baixo,Bom,Excecional,Mestrado,9.167746,26-35,6k-10k,Perto (0-5),6-10 anos,3194.0,0.114285715,0.8888889,2.0,2,96.4,Alto
33,1,Viaja Frequentemente,827,Investigacao e Desenvolvimento,29,4,Medicina,1,Feminino,54,2,2,Investigador,3,Solteiro(a),4508,3129,1,Nao,22,4,2,0,14,4,3,13,7,3,8,Baixo,Alto,Medio,Medio,Bom,Excecional,Doutoramento,8.413831,26-35,3k-6k,Muito Longe (21+),11-20 anos,2254.0,0.09090909,0.9285714,2.0,0,96.6,Alto
28,0,Viaja Raramente,895,Investigacao e Desenvolvimento,15,2,Ciencias da Vida,1,Masculino,50,3,1,Tecnico de Laboratorio,3,Divorciado(a),2207,22482,1,Nao,16,3,4,1,4,5,2,4,2,2,2,Baixo,Alto,Alto,Muito Alto,Regular,Excelente,Licenciatura,7.6998425,26-35,Ate 3k,Longe (11-20),3-5 anos,2207.0,0.071428575,1.0,2.6666667,0,4.0,Medio
34,0,Viaja Frequentemente,618,Investigacao e Desenvolvimento,3,1,Ciencias da Vida,1,Masculino,45,3,2,Representante de Saude,4,Solteiro(a),7756,22266,0,Nao,17,3,3,0,7,1,2,6,2,0,4,Baixo,Muito Alto,Alto,Alto,Regular,Excelente,Abaixo da Licenciatura,8.956351,26-35,6k-10k,Perto (0-5),6-10 anos,3878.0,0.0,0.85714287,2.6666667,0,9.7,Medio
37,0,Viaja Raramente,309,Vendas,10,4,Ciencias da Vida,4,Feminino,88,2,2,Executivo de Vendas,4,Divorciado(a),6694,24223,2,Sim,14,3,3,3,8,5,3,1,0,0,0,Muito Alto,Muito Alto,Medio,Alto,Bom,Excelente,Doutoramento,8.809116,36-45,6k-10k,Medio (6-10),0-2 anos,3347.0,0.0,0.125,3.6666667,2,1.5,Baixo
25,1,Viaja Raramente,1219,Investigacao e Desenvolvimento,4,1,Curso Tecnico,4,Masculino,32,3,1,Tecnico de Laboratorio,4,Casado(a),3691,4605,1,Sim,15,3,2,1,7,3,4,7,7,5,6,Muito Alto,Muito Alto,Alto,Medio,Excelente,Excelente,Abaixo da Licenciatura,8.213923,18-25,3k-6k,Perto (0-5),6-10 anos,3691.0,0.2,1.0,3.3333333,1,93.1,Alto
26,1,Viaja Raramente,1330,Investigacao e Desenvolvimento,21,3,Medicina,1,Masculino,37,3,1,Tecnico de Laboratorio,3,Divorciado(a),2377,19373,1,Nao,20,4,3,1,1,0,2,1,1,0,0,Baixo,Alto,Alto,Alto,Regular,Excecional,Mestrado,7.774015,26-35,Ate 3k,Muito Longe (21+),0-2 anos,2377.0,0.0,1.0,2.3333333,0,95.1,Alto
33,1,Viaja Raramente,1017,Investigacao e Desenvolvimento,25,3,Medicina,1,Masculino,55,2,1,Investigador,2,Solteiro(a),2313,2993,4,Sim,20,4,2,0,5,0,3,2,2,2,2,Baixo,Medio,Medio,Medio,Bom,Excecional,Mestrado,7.7467327,26-35,Ate 3k,Muito Longe (21+),0-2 anos,2313.0,0.060606062,0.4,1.6666666,2,99.8,Alto
42,0,Viaja Raramente,469,Investigacao e Desenvolvimento,2,2,Medicina,4,Masculino,35,3,4,Gestor,1,Casado(a),17665,14399,0,Nao,17,3,4,1,23,3,3,22,6,13,7,Muito Alto,Baixo,Alto,Muito Alto,Bom,Excelente,Licenciatura,9.779397,36-45,Acima 15k,Perto (0-5),20+ anos,4416.25,0.30952382,0.95652175,3.0,0,4.8,Medio
28,1,Viaja Frequentemente,1009,Investigacao e Desenvolvimento,1,3,Medicina,1,Masculino,45,2,1,Tecnico de Laboratorio,2,Divorciado(a),2596,7160,1,Nao,15,3,1,2,1,2,3,1,0,0,0,Baixo,Medio,Medio,Baixo,Bom,Excelente,Mestrado,7.862112,26-35,Ate 3k,Perto (0-5),0-2 anos,2596.0,0.0,1.0,1.3333334,0,97.5,Alto
50,1,Viaja Frequentemente,959,Vendas,1,4,Outro,4,Masculino,81,3,2,Executivo de Vendas,3,Solteiro(a),4728,17251,3,Sim,14,3,4,0,5,4,3,0,0,0,0,Muito Alto,Alto,Alto,Muito Alto,Bom,Excelente,Doutoramento,8.461469,46-55,3k-6k,Perto (0-5),0-2 anos,2364.0,0.0,0.0,3.6666667,2,90.0,Alto
33,0,Viaja Frequentemente,970,Vendas,7,3,Ciencias da Vida,4,Feminino,30,3,2,Executivo de Vendas,2,Casado(a),4302,13401,0,Nao,17,3,3,1,4,3,3,3,2,0,2,Muito Alto,Medio,Alto,Alto,Bom,Excelente,Mestrado,8.367067,26-35,3k-6k,Medio (6-10),3-5 anos,2151.0,0.0,0.75,3.0,0,1.5,Baixo
34,0,Sem Viagem,697,Investigacao e Desenvolvimento,3,4,Ciencias da Vida,3,Masculino,40,2,1,Investigador,4,Casado(a),2979,22478,3,Nao,17,3,4,3,6,2,3,0,0,0,0,Alto,Muito Alto,Medio,Muito Alto,Bom,Excelente,Doutoramento,7.9996786,26-35,Ate 3k,Perto (0-5),0-2 anos,2979.0,0.0,0.0,3.6666667,0,0.2,Baixo
48,0,Sem Viagem,1262,Investigacao e Desenvolvimento,1,4,Medicina,1,Masculino,35,4,4,Gestor,4,Solteiro(a),16885,16154,2,Nao,22,4,3,0,27,3,2,5,4,2,1,Baixo,Muito Alto,Muito Alto,Alto,Regular,Excecional,Doutoramento,9.734241,46-55,Acima 15k,Perto (0-5),3-5 anos,4221.25,0.041666668,0.18518518,2.6666667,0,0.1,Baixo
45,0,Sem Viagem,1050,Vendas,9,4,Ciencias da Vida,2,Feminino,65,2,2,Executivo de Vendas,3,Casado(a),5593,17970,1,Nao,13,3,4,1,15,2,3,15,10,4,12,Medio,Alto,Medio,Muito Alto,Bom,Excelente,Doutoramento,8.62945,36-45,3k-6k,Medio (6-10),11-20 anos,2796.5,0.08888889,1.0,3.0,0,1.7,Baixo
52,0,Viaja Raramente,994,Investigacao e Desenvolvimento,7,4,Ciencias da Vida,2,Masculino,87,3,3,Representante de Saude,2,Solteiro(a),10445,15322,7,Nao,19,3,4,0,18,4,3,8,6,4,0,Medio,Medio,Alto,Muito Alto,Bom,Excelente,Doutoramento,9.253974,46-55,10k-15k,Medio (6-10),6-10 anos,3481.6667,0.07692308,0.44444445,2.6666667,0,2.6,Baixo
38,0,Viaja Raramente,770,Vendas,10,4,Marketing,3,Masculino,73,2,3,Executivo de Vendas,3,Divorciado(a),8740,5569,0,Sim,14,3,2,2,9,2,3,8,7,2,7,Alto,Alto,Medio,Medio,Bom,Excelente,Doutoramento,9.07578,36-45,6k-10k,Medio (6-10),6-10 anos,2913.3333,0.05263158,0.8888889,2.6666667,2,18.7,Medio
29,0,Viaja Raramente,1107,Investigacao e Desenvolvimento,28,4,Ciencias da Vida,3,Feminino,93,3,1,Investigador,4,Divorciado(a),2514,26968,4,Nao,22,4,1,1,11,1,3,7,5,1,7,Alto,Muito Alto,Alto,Baixo,Bom,Excecional,Doutoramento,7.830028,26-35,Ate 3k,Muito Longe (21+),6-10 anos,2514.0,0.03448276,0.6363636,2.6666667,0,13.3,Medio
28,0,Viaja Raramente,950,Investigacao e Desenvolvimento,3,3,Medicina,4,Feminino,93,3,3,Director de Producao,2,Divorciado(a),7655,8039,0,Nao,17,3,2,3,10,3,2,9,7,1,7,Muito Alto,Medio,Alto,Medio,Regular,Excelente,Mestrado,8.943245,26-35,6k-10k,Perto (0-5),6-10 anos,2551.6667,0.035714287,0.9,2.6666667,0,5.4,Medio
46,0,Viaja Raramente,406,Vendas,3,1,Marketing,1,Masculino,52,3,4,Gestor,3,Casado(a),17465,15596,3,Nao,12,3,4,1,23,3,3,12,9,4,9,Baixo,Alto,Alto,Muito Alto,Bom,Excelente,Abaixo da Licenciatura,9.768011,46-55,Acima 15k,Perto (0-5),11-20 anos,4366.25,0.08695652,0.5217391,2.6666667,0,5.8,Medio
38,0,Viaja Raramente,130,Vendas,2,2,Marketing,4,Masculino,32,3,3,Executivo de Vendas,2,Solteiro(a),7351,20619,7,Nao,16,3,3,0,10,2,3,1,0,0,0,Muito Alto,Medio,Alto,Alto,Bom,Excelente,Licenciatura,8.902728,36-45,6k-10k,Perto (0-5),0-2 anos,2450.3333,0.0,0.1,3.0,0,12.3,Medio
43,0,Viaja Frequentemente,1082,Investigacao e Desenvolvimento,27,3,Ciencias da Vida,3,Feminino,83,3,3,Director de Producao,1,Casado(a),10820,11535,8,Nao,11,3,3,1,18,1,3,8,7,0,1,Alto,Baixo,Alto,Alto,Bom,Excelente,Mestrado,9.289244,36-45,10k-15k,Muito Longe (21+),6-10 anos,3606.6667,0.0,0.44444445,2.3333333,0,7.0,Medio
39,1,Viaja Frequentemente,203,Investigacao e Desenvolvimento,2,3,Ciencias da Vida,1,Masculino,84,3,4,Representante de Saude,4,Divorciado(a),12169,13547,7,Nao,11,3,4,3,21,4,3,18,7,11,5,Baixo,Muito Alto,Alto,Muito Alto,Bom,Excelente,Mestrado,9.406729,36-45,10k-15k,Perto (0-5),11-20 anos,3042.25,0.2820513,0.85714287,3.0,0,91.5,Alto
40,0,Viaja Raramente,1308,Investigacao e Desenvolvimento,14,3,Medicina,3,Masculino,44,2,5,Director de Investigacao,3,Solteiro(a),19626,17544,1,Nao,14,3,1,0,21,2,4,20,7,4,9,Alto,Alto,Medio,Baixo,Excelente,Excelente,Mestrado,9.884662,36-45,Acima 15k,Longe (11-20),11-20 anos,3925.2,0.1,0.95238096,2.3333333,0,11.1,Medio
21,0,Viaja Raramente,984,Investigacao e Desenvolvimento,1,1,Curso Tecnico,4,Feminino,70,2,1,Investigador,2,Solteiro(a),2070,25326,1,Sim,11,3,3,0,2,6,4,2,2,2,2,Muito Alto,Medio,Medio,Alto,Excelente,Excelente,Abaixo da Licenciatura,7.635787,18-25,Ate 3k,Perto (0-5),0-2 anos,2070.0,0.0952381,1.0,3.0,1,69.9,Alto
39,0,Sem Viagem,439,Investigacao e Desenvolvimento,9,3,Ciencias da Vida,3,Masculino,70,3,2,Tecnico de Laboratorio,2,Solteiro(a),6782,8770,9,Nao,15,3,3,0,9,2,2,5,4,0,3,Alto,Medio,Alto,Alto,Regular,Excelente,Mestrado,8.822175,36-45,6k-10k,Medio (6-10),3-5 anos,3391.0,0.0,0.5555556,2.6666667,0,13.8,Medio
36,0,Sem Viagem,217,Investigacao e Desenvolvimento,18,4,Ciencias da Vida,1,Masculino,78,3,2,Director de Producao,4,Solteiro(a),7779,23238,2,Nao,20,4,1,0,18,0,3,11,9,0,9,Baixo,Muito Alto,Alto,Baixo,Bom,Excecional,Doutoramento,8.9593115,36-45,6k-10k,Longe (11-20),11-20 anos,3889.5,0.0,0.6111111,2.0,0,1.2,Baixo
31,0,Viaja Frequentemente,793,Vendas,20,3,Ciencias da Vida,3,Masculino,67,4,1,Representante de Vendas,4,Casado(a),2791,21981,0,Nao,12,3,1,1,3,4,3,2,2,2,2,Alto,Muito Alto,Muito Alto,Baixo,Bom,Excelente,Mestrado,7.9345136,26-35,Ate 3k,Longe (11-20),0-2 anos,2791.0,0.06451613,0.6666667,2.6666667,0,6.5,Medio
